SaleID,SaleDate,StoreName,Region,OpeningDate,ProductName,Category,UnitPrice,QuantitySold,Revenue
300108,2022-07-24,Store Q-16,Central,2015-09-19,Toys RC Car 18,Toys,14.84,1,14.84
300109,2025-05-05,Store E-30,Prairies,2016-01-24,Home Toaster 12,Home,163.04,1,163.04
300110,2020-08-29,Store C-28,Prairies,2015-10-06,Electronics Laptop 28,Electronics,842.04,1,842.04
300111,2025-08-05,Store V-47,Prairies,2015-10-27,Clothing Scarf 89,Clothing,48.05,1,48.05
300112,2020-01-02,Store X-49,West,2016-01-29,Outdoor Grill 41,Outdoor,238.41,1,238.41
300113,2024-11-03,Store R-17,Central,2015-10-28,Grocery Rice 70,Grocery,2.9,2,5.8
300114,2025-05-03,Store X-49,West,2016-01-29,Clothing Jeans 13,Clothing,21.86,1,21.86
300115,2022-07-06,Store L-11,Prairies,2016-01-22,Grocery Rice 04,Grocery,6.05,1,6.05
300116,2020-03-30,Store T-45,West,2016-09-08,Toys Action Figure 37,Toys,15.14,3,45.42
300117,2024-09-05,Store P-15,West,2015-12-23,Grocery Cereal 53,Grocery,7.23,1,7.23
300118,2020-05-22,Store S-18,West,2015-12-05,Beauty Lotion 22,Beauty,106.76,2,213.52
300119,2020-04-15,Store Y-50,Prairies,2015-08-26,Home Cookware 07,Home,90.42,1,90.42
300120,2022-06-05,Store Z-25,Prairies,2016-01-01,Home Cookware 07,Home,90.42,1,90.42
300121,2021-03-03,Store H-59,Prairies,2016-01-14,Clothing Jacket 12,Clothing,107.42,1,107.42
300122,2023-08-21,Store I-08,Prairies,2016-01-11,Electronics Phone 12,Electronics,381.54,1,381.54
300123,2025-03-10,Store C-28,Prairies,2015-10-06,Clothing T-Shirt 01,Clothing,24.26,1,24.26
300124,2025-06-17,Store R-43,Prairies,2015-09-13,Home Desk 63,Home,47.02,2,94.04
300125,2020-11-12,Store A-00,Prairies,2016-02-20,Beauty Mask 51,Beauty,36.13,2,72.26
300126,2025-06-09,Store I-08,Prairies,2016-01-11,Beauty Serum 76,Beauty,167.63,1,167.63
300127,2021-09-26,Store B-01,Prairies,2015-11-17,Electronics Drone 15,Electronics,359.94,3,1079.82
300128,2025-04-09,Store H-59,Prairies,2016-01-14,Grocery Beans 67,Grocery,11.36,2,22.72
300129,2025-08-18,Store T-45,West,2016-09-08,Beauty Sunscreen 79,Beauty,27.12,1,27.12
300130,2023-12-10,Store W-22,West,2015-07-03,Electronics Laptop 28,Electronics,842.04,1,842.04
300131,2021-07-06,Store J-09,North,2015-05-14,Beauty Perfume 09,Beauty,20.97,1,20.97
300132,2021-12-16,Store F-05,Prairies,2016-04-06,Clothing Hoodie 05,Clothing,21.26,1,21.26
300133,2023-07-11,Store G-32,Central,2015-09-10,Clothing T-Shirt 85,Clothing,19.0,1,19.0
300134,2024-09-09,Store G-58,Central,2016-01-20,Beauty Lotion 16,Beauty,60.14,4,240.56
300135,2025-02-26,Store O-40,Central,2016-04-14,Toys Yo-yo 81,Toys,16.08,1,16.08
300136,2023-01-12,Store W-22,West,2015-07-03,Electronics Headphones 43,Electronics,644.77,1,644.77
300137,2023-09-03,Store E-30,Prairies,2016-01-24,Home Chair 96,Home,41.51,1,41.51
300138,2020-04-20,Store H-59,Prairies,2016-01-14,Electronics Tablet 04,Electronics,634.62,1,634.62
300139,2020-09-07,Store F-31,Central,2015-10-15,Toys Puzzle 24,Toys,66.03,1,66.03
300140,2025-08-16,Store G-58,Central,2016-01-20,Toys Action Figure 31,Toys,50.31,1,50.31
300141,2021-04-03,Store A-00,Prairies,2016-02-20,Electronics Camera 32,Electronics,392.49,2,784.98
300142,2023-01-12,Store R-43,Prairies,2015-09-13,Outdoor Grill 57,Outdoor,290.77,1,290.77
300143,2020-07-26,Store L-37,West,2015-10-25,Home Mattress 89,Home,111.47,2,222.94
300144,2022-06-18,Store P-41,West,2016-07-26,Outdoor Water Bottle 75,Outdoor,169.52,1,169.52
300145,2020-01-22,Store I-34,West,2016-05-24,Clothing Sneakers 08,Clothing,65.18,1,65.18
300146,2021-02-13,Store C-02,West,2015-11-04,Clothing Socks 87,Clothing,52.79,2,105.58
300147,2022-06-13,Store I-08,Prairies,2016-01-11,Clothing Hat 35,Clothing,21.29,3,63.87
300148,2021-05-29,Store D-55,Central,2016-05-12,Toys Blocks 29,Toys,7.75,1,7.75
300149,2022-03-19,Store O-14,Prairies,2015-09-26,Outdoor Tent 41,Outdoor,94.45,2,188.9
300150,2022-05-23,Store H-59,Prairies,2016-01-14,Home Cookware 07,Home,90.42,1,90.42
300151,2020-01-14,Store O-40,Central,2016-04-14,Beauty Sunscreen 07,Beauty,65.3,1,65.3
300152,2022-08-28,Store B-27,Central,2015-10-26,Clothing Jacket 55,Clothing,56.68,1,56.68
300153,2024-04-09,Store D-55,Central,2016-05-12,Electronics Drone 82,Electronics,968.85,2,1937.7
300154,2023-08-17,Store V-47,Prairies,2015-10-27,Electronics Headphones 43,Electronics,644.77,1,644.77
300155,2023-06-20,Store A-26,Central,2015-11-20,Electronics Tablet 15,Electronics,534.28,1,534.28
300156,2022-01-19,Store D-03,Prairies,2015-11-04,Beauty Conditioner 57,Beauty,31.36,1,31.36
300157,2021-11-15,Store Z-51,West,2015-10-01,Clothing Jeans 13,Clothing,21.86,1,21.86
300158,2025-04-11,Store T-45,West,2016-09-08,Grocery Cereal 05,Grocery,8.4,1,8.4
300159,2021-11-25,Store V-47,Prairies,2015-10-27,Electronics Tablet 16,Electronics,363.68,1,363.68
300160,2020-11-02,Store S-44,Central,2015-12-01,Outdoor Gloves 14,Outdoor,104.49,1,104.49
300161,2025-06-12,Store Q-16,Central,2015-09-19,Clothing Dress 69,Clothing,26.94,1,26.94
300162,2021-10-23,Store Z-51,West,2015-10-01,Outdoor Bike Helmet 77,Outdoor,232.29,1,232.29
300163,2021-07-02,Store A-00,Prairies,2016-02-20,Electronics Tablet 54,Electronics,409.45,1,409.45
300164,2020-11-07,Store O-14,Prairies,2015-09-26,Clothing Hoodie 36,Clothing,18.46,1,18.46
300165,2022-12-18,Store C-02,West,2015-11-04,Beauty Lotion 55,Beauty,74.71,1,74.71
300166,2024-10-03,Store G-06,Central,2015-10-05,Grocery Cereal 02,Grocery,15.75,2,31.5
300167,2022-01-24,Store G-32,Central,2015-09-10,Grocery Pasta 05,Grocery,10.17,1,10.17
300168,2020-02-04,Store C-02,West,2015-11-04,Grocery Olive Oil 58,Grocery,9.83,1,9.83
300169,2021-03-20,Store L-11,Prairies,2016-01-22,Electronics Tablet 69,Electronics,640.81,1,640.81
300170,2025-06-05,Store O-14,Prairies,2015-09-26,Home Vacuum 03,Home,139.62,1,139.62
300171,2023-05-15,Store N-39,Central,2015-11-11,Electronics TV 40,Electronics,425.51,2,851.02
300172,2020-12-18,Store C-28,Prairies,2015-10-06,Beauty Lipstick 50,Beauty,97.45,1,97.45
300173,2022-06-21,Store B-27,Central,2015-10-26,Electronics Monitor 84,Electronics,163.21,2,326.42
300174,2023-09-17,Store T-45,West,2016-09-08,Beauty Conditioner 08,Beauty,83.71,1,83.71
300175,2024-10-14,Store B-27,Central,2015-10-26,Electronics Speaker 32,Electronics,416.14,2,832.28
300176,2020-06-07,Store V-21,Prairies,2015-07-13,Outdoor Gloves 88,Outdoor,184.44,1,184.44
300177,2025-05-31,Store F-57,Central,2015-10-23,Electronics Tablet 21,Electronics,164.16,1,164.16
300178,2022-08-14,Store A-00,Prairies,2016-02-20,Grocery Juice 37,Grocery,10.43,1,10.43
300179,2025-09-02,Store S-18,West,2015-12-05,Clothing Hat 97,Clothing,25.16,1,25.16
300180,2021-02-07,Store K-36,Prairies,2015-08-22,Beauty Lotion 22,Beauty,106.76,1,106.76
300181,2021-05-30,Store U-46,Central,2015-12-19,Grocery Coffee 53,Grocery,9.01,1,9.01
300182,2023-10-19,Store W-48,Atlantic,2015-11-06,Clothing Hoodie 36,Clothing,18.46,2,36.92
300183,2022-08-13,Store C-02,West,2015-11-04,Grocery Pasta 40,Grocery,26.65,1,26.65
300184,2024-09-08,Store Q-42,Central,2016-01-30,Electronics Router 43,Electronics,315.57,1,315.57
300185,2021-08-30,Store R-43,Prairies,2015-09-13,Beauty Lotion 16,Beauty,60.14,1,60.14
300186,2023-06-27,Store N-13,Prairies,2015-11-05,Toys Slime 88,Toys,59.19,4,236.76
300187,2024-03-15,Store G-06,Central,2015-10-05,Electronics TV 40,Electronics,425.51,4,1702.04
300188,2023-12-12,Store S-44,Central,2015-12-01,Grocery Juice 20,Grocery,17.62,1,17.62
300189,2024-12-02,Store P-15,West,2015-12-23,Beauty Soap 74,Beauty,87.11,1,87.11
300190,2020-10-21,Store A-00,Prairies,2016-02-20,Clothing Hoodie 36,Clothing,18.46,1,18.46
300191,2022-01-24,Store N-13,Prairies,2015-11-05,Beauty Sunscreen 98,Beauty,34.72,1,34.72
300192,2023-10-26,Store B-01,Prairies,2015-11-17,Grocery Tea 38,Grocery,4.21,1,4.21
300193,2020-07-04,Store P-15,West,2015-12-23,Home Toaster 26,Home,180.17,1,180.17
300194,2023-06-23,Store U-20,Atlantic,2016-04-16,Clothing Hoodie 94,Clothing,32.19,1,32.19
300195,2021-09-28,Store Q-16,Central,2015-09-19,Toys Plush 54,Toys,24.98,1,24.98
300196,2023-07-15,Store D-55,Central,2016-05-12,Home Lamp 34,Home,302.26,1,302.26
300197,2021-06-13,Store O-14,Prairies,2015-09-26,Grocery Granola 72,Grocery,6.48,1,6.48
300198,2025-08-30,Store C-28,Prairies,2015-10-06,Grocery Tea 36,Grocery,2.51,1,2.51
300199,2022-03-04,Store F-57,Central,2015-10-23,Electronics Drone 82,Electronics,968.85,1,968.85
300200,2021-04-22,Store A-52,Atlantic,2016-05-03,Electronics TV 81,Electronics,646.96,1,646.96
300201,2024-06-10,Store S-18,West,2015-12-05,Clothing Jacket 84,Clothing,11.49,1,11.49
300202,2022-07-28,Store T-19,Prairies,2015-07-30,Electronics Camera 70,Electronics,282.14,1,282.14
300203,2021-06-09,Store J-35,Atlantic,2016-05-06,Electronics TV 46,Electronics,183.23,1,183.23
300204,2020-01-02,Store D-55,Central,2016-05-12,Beauty Lipstick 50,Beauty,97.45,4,389.8
300205,2021-01-09,Store A-00,Prairies,2016-02-20,Home Vacuum 78,Home,157.41,1,157.41
300206,2021-07-06,Store X-23,Prairies,2016-01-04,Clothing T-Shirt 06,Clothing,34.93,1,34.93
300207,2024-03-05,Store Y-50,Prairies,2015-08-26,Grocery Granola 72,Grocery,6.48,1,6.48
300208,2025-01-25,Store Z-25,Prairies,2016-01-01,Electronics Phone 12,Electronics,381.54,2,763.08
300209,2021-01-15,Store R-43,Prairies,2015-09-13,Grocery Juice 92,Grocery,10.2,3,30.6
300210,2024-07-04,Store P-41,West,2016-07-26,Toys RC Car 40,Toys,13.97,1,13.97
300211,2020-01-14,Store M-12,Prairies,2016-08-18,Grocery Cereal 02,Grocery,15.75,1,15.75
300212,2021-05-18,Store B-27,Central,2015-10-26,Home Vacuum 29,Home,101.84,1,101.84
300213,2025-07-01,Store H-33,Central,2016-03-11,Toys Action Figure 17,Toys,24.56,1,24.56
300214,2020-05-09,Store Q-42,Central,2016-01-30,Grocery Juice 92,Grocery,10.2,1,10.2
300215,2022-04-17,Store X-49,West,2016-01-29,Beauty Sunscreen 51,Beauty,35.27,1,35.27
300216,2025-08-02,Store T-45,West,2016-09-08,Electronics Camera 64,Electronics,761.58,2,1523.16
300217,2020-01-28,Store B-01,Prairies,2015-11-17,Clothing Hoodie 24,Clothing,29.46,1,29.46
300218,2023-06-06,Store O-40,Central,2016-04-14,Electronics Tablet 82,Electronics,244.71,1,244.71
300219,2020-09-17,Store E-30,Prairies,2016-01-24,Home Microwave 44,Home,98.28,1,98.28
300220,2025-08-08,Store I-34,West,2016-05-24,Toys Plush 54,Toys,24.98,1,24.98
300221,2024-01-12,Store W-22,West,2015-07-03,Clothing Socks 28,Clothing,23.44,2,46.88
300222,2023-12-18,Store Q-42,Central,2016-01-30,Grocery Beans 54,Grocery,3.38,1,3.38
300223,2021-04-04,Store O-40,Central,2016-04-14,Grocery Juice 38,Grocery,3.01,1,3.01
300224,2020-10-27,Store I-34,West,2016-05-24,Grocery Olive Oil 58,Grocery,9.83,1,9.83
300225,2021-09-21,Store Z-51,West,2015-10-01,Grocery Juice 38,Grocery,3.01,2,6.02
300226,2020-09-26,Store G-06,Central,2015-10-05,Beauty Lotion 22,Beauty,106.76,2,213.52
300227,2025-06-16,Store S-18,West,2015-12-05,Grocery Coffee 53,Grocery,9.01,2,18.02
300228,2024-06-16,Store D-29,Central,2016-05-29,Home Cookware 85,Home,206.12,2,412.24
300229,2024-12-06,Store F-57,Central,2015-10-23,Grocery Granola 78,Grocery,7.47,1,7.47
300230,2022-05-11,Store E-04,Atlantic,2016-09-11,Clothing Socks 65,Clothing,36.4,1,36.4
300231,2023-07-04,Store U-20,Atlantic,2016-04-16,Home Mattress 27,Home,125.25,2,250.5
300232,2024-12-04,Store D-55,Central,2016-05-12,Toys RC Car 40,Toys,13.97,2,27.94
300233,2024-09-02,Store C-54,Prairies,2015-12-21,Grocery Coffee 56,Grocery,17.14,1,17.14
300234,2021-07-29,Store Z-51,West,2015-10-01,Grocery Rice 00,Grocery,6.41,1,6.41
300235,2025-06-26,Store S-18,West,2015-12-05,Toys Plush 82,Toys,71.89,1,71.89
300236,2023-07-31,Store Y-50,Prairies,2015-08-26,Electronics Tablet 04,Electronics,634.62,1,634.62
300237,2025-05-10,Store E-30,Prairies,2016-01-24,Grocery Cereal 02,Grocery,15.75,1,15.75
300238,2025-07-13,Store L-37,West,2015-10-25,Electronics Phone 42,Electronics,354.69,1,354.69
300239,2024-07-13,Store O-14,Prairies,2015-09-26,Home Toaster 78,Home,40.74,1,40.74
300240,2024-04-28,Store Q-42,Central,2016-01-30,Electronics Monitor 47,Electronics,643.62,2,1287.24
300241,2025-01-21,Store T-19,Prairies,2015-07-30,Beauty Serum 15,Beauty,95.86,2,191.72
300242,2023-10-22,Store U-20,Atlantic,2016-04-16,Beauty Mask 51,Beauty,36.13,1,36.13
300243,2024-10-08,Store M-38,West,2015-10-04,Electronics Phone 39,Electronics,707.9,1,707.9
300244,2025-04-09,Store O-14,Prairies,2015-09-26,Clothing Belt 67,Clothing,16.08,1,16.08
300245,2021-09-11,Store N-13,Prairies,2015-11-05,Clothing Socks 61,Clothing,26.22,1,26.22
300246,2023-06-28,Store W-22,West,2015-07-03,Grocery Coffee 56,Grocery,17.14,1,17.14
300247,2022-08-14,Store U-46,Central,2015-12-19,Electronics Camera 22,Electronics,739.92,1,739.92
300248,2025-04-23,Store N-13,Prairies,2015-11-05,Electronics Camera 70,Electronics,282.14,1,282.14
300249,2022-08-26,Store U-46,Central,2015-12-19,Beauty Mask 55,Beauty,25.34,1,25.34
300250,2023-08-09,Store P-41,West,2016-07-26,Beauty Conditioner 08,Beauty,83.71,1,83.71
300251,2022-11-09,Store O-40,Central,2016-04-14,Electronics Laptop 72,Electronics,470.2,1,470.2
300252,2020-10-08,Store C-28,Prairies,2015-10-06,Grocery Granola 72,Grocery,6.48,2,12.96
300253,2022-11-24,Store S-44,Central,2015-12-01,Grocery Cereal 05,Grocery,8.4,1,8.4
300254,2020-07-16,Store A-00,Prairies,2016-02-20,Electronics Speaker 07,Electronics,470.96,1,470.96
300255,2022-12-18,Store S-18,West,2015-12-05,Grocery Coffee 56,Grocery,17.14,1,17.14
300256,2023-03-30,Store O-40,Central,2016-04-14,Beauty Face Cream 88,Beauty,59.19,1,59.19
300257,2022-10-05,Store H-59,Prairies,2016-01-14,Electronics Tablet 17,Electronics,556.99,2,1113.98
300258,2023-05-14,Store A-00,Prairies,2016-02-20,Beauty Face Cream 99,Beauty,68.38,1,68.38
300259,2022-11-01,Store E-30,Prairies,2016-01-24,Toys Yo-yo 81,Toys,16.08,1,16.08
300260,2021-05-04,Store D-55,Central,2016-05-12,Clothing Jacket 11,Clothing,46.55,1,46.55
300261,2020-10-02,Store Z-51,West,2015-10-01,Grocery Olive Oil 53,Grocery,2.0,1,2.0
300262,2023-05-24,Store B-01,Prairies,2015-11-17,Clothing T-Shirt 37,Clothing,42.49,1,42.49
300263,2023-06-28,Store F-31,Central,2015-10-15,Home Desk 02,Home,68.6,1,68.6
300264,2020-05-05,Store A-00,Prairies,2016-02-20,Electronics Tablet 82,Electronics,244.71,1,244.71
