SaleID,SaleDate,StoreID,ProductID,QuantitySold
300653,2020-04-28,1017,2253,1
300654,2020-07-08,1020,2184,1
300655,2021-01-04,1024,2212,2
300656,2024-12-06,1005,2216,2
300657,2021-10-13,1045,2189,1
300658,2025-02-25,1012,2006,1
300659,2024-02-20,1048,2267,1
300660,2022-02-08,1051,2293,1
300661,2022-02-19,1039,2172,1
300662,2024-09-12,1046,2037,1
300663,2023-08-04,1011,2211,1
300664,2023-06-03,1035,2119,1
300665,2021-06-06,1041,2024,1
300666,2021-06-05,1040,2273,1
300667,2022-02-21,1007,2229,2
300668,2022-07-24,1021,2258,1
300669,2024-08-15,1020,2255,1
300670,2021-05-02,1035,2117,1
300671,2025-01-24,1046,2155,1
300672,2022-04-25,1035,2077,1
300673,2025-06-26,1046,2242,1
300674,2024-10-14,1006,2168,1
300675,2021-11-16,1053,2209,1
300676,2024-04-16,1033,2116,1
300677,2023-05-30,1003,2218,1
300678,2020-02-08,1039,2216,1
300679,2022-02-18,1032,2247,3
300680,2023-06-10,1014,2051,1
300681,2025-04-11,1046,2201,1
300682,2020-10-28,1057,2281,1
300683,2021-10-08,1020,2032,4
300684,2021-10-24,1030,2307,1
300685,2024-10-25,1008,2068,1
300686,2020-09-12,1056,2300,1
300687,2021-08-20,1020,2278,2
300688,2021-10-23,1013,2247,1
300689,2020-08-22,1030,2069,1
300690,2023-09-30,1003,2071,1
300691,2022-02-08,1016,2085,1
300692,2020-07-31,1004,2260,1
300693,2021-04-07,1008,2062,3
300694,2020-10-09,1007,2186,1
300695,2024-01-26,1053,2250,1
300696,2023-12-01,1056,2150,1
300697,2020-03-28,1029,2269,4
300698,2022-12-03,1038,2180,1
300699,2021-04-05,1042,2191,1
300700,2024-09-20,1024,2218,3
300701,2023-10-08,1023,2270,1
300702,2021-05-29,1041,2002,2
300703,2021-12-03,1023,2128,1
300704,2024-07-11,1035,2308,2
300705,2025-08-28,1032,2033,2
300706,2020-01-23,1032,2076,1
300707,2022-11-19,1050,2183,1
300708,2025-01-04,1043,2274,1
300709,2023-07-28,1058,2033,1
300710,2023-02-08,1048,2002,1
300711,2020-12-27,1009,2221,1
300712,2025-03-14,1045,2191,2
300713,2023-07-08,1040,2089,1
300714,2021-05-29,1039,2306,2
300715,2021-03-24,1030,2179,1
300716,2025-04-07,1004,2213,2
300717,2024-02-15,1058,2123,1
300718,2023-06-01,1051,2295,1
300719,2025-01-29,1030,2091,2
300720,2022-05-23,1010,2240,1
300721,2023-11-29,1050,2039,1
300722,2024-10-20,1027,2173,2
300723,2022-07-11,1024,2185,1
300724,2022-11-02,1040,2062,1
300725,2023-11-17,1046,2106,1
300726,2020-11-09,1004,2058,1
300727,2025-06-20,1046,2270,2
300728,2022-11-03,1044,2211,1
300729,2024-07-14,1036,2145,1
300730,2024-11-13,1021,2178,1
300731,2022-10-11,1011,2112,2
300732,2022-12-29,1007,2140,1
300733,2023-01-29,1001,2199,4
300734,2021-11-28,1013,2069,1
300735,2023-11-05,1026,2044,1
300736,2023-03-01,1015,2302,3
300737,2022-11-09,1019,2078,3
300738,2025-04-13,1024,2159,1
300739,2022-10-10,1019,2244,2
300740,2020-08-14,1044,2178,2
300741,2025-01-02,1030,2204,3
300742,2024-02-01,1002,2054,1
300743,2022-04-01,1014,2128,1
300744,2025-07-16,1043,2222,2
300745,2022-05-20,1019,2069,4
300746,2025-09-16,1056,2156,1
300747,2024-11-30,1043,2189,1
300748,2020-07-06,1018,2253,1
300749,2022-12-16,1032,2071,2
300750,2022-07-29,1041,2313,1
300751,2021-06-09,1013,2309,1
300752,2020-12-01,1016,2004,1
300753,2022-12-14,1031,2120,3
300754,2020-06-10,1056,2022,1
300755,2021-08-16,1021,2104,1
300756,2025-04-22,1025,2195,2
300757,2020-02-29,1012,2195,1
300758,2025-03-16,1036,2033,1
300759,2021-02-09,1045,2218,1
300760,2021-10-25,1027,2271,1
300761,2023-02-06,1045,2203,1
300762,2023-01-04,1019,2101,1
300763,2021-06-25,1043,2001,1
300764,2023-08-30,1016,2208,1
300765,2022-09-24,1047,2218,1
300766,2023-02-14,1050,2228,1
300767,2022-05-17,1048,2013,1
300768,2025-08-28,1014,2166,1
300769,2021-03-07,1042,2135,3
300770,2022-01-09,1033,2246,1
300771,2023-10-05,1060,2233,1
300772,2020-07-01,1022,2304,1
300773,2023-04-21,1047,2287,4
300774,2023-03-15,1023,2179,1
